요금제명,입실,퇴실,이용,위치,금액,구분,고객
한국대생 입장권(종일권),2021-04-24 18:51,2021-04-24 21:48,오전 2:57:00,선불기2,6000,퇴실,customer215728
한국대생 입장권(종일권),2021-04-24 18:41,2021-04-24 20:48,오전 2:07:00,선불기2,7000,퇴실,customer223810
한국대생 입장권(종일권),2021-04-24 18:41,2021-04-24 20:48,오전 2:07:00,선불기2,5500,퇴실,customer223810
한국대생 입장권(종일권),2021-04-24 18:41,2021-04-24 20:48,오전 2:07:00,선불기2,6500,퇴실,customer223810
한국대생 입장권(종일권),2021-04-24 17:50,2021-04-25 5:49,오전 11:59:00,선불기2,6500,퇴실,customer869170
한국대생 입장권(종일권),2021-04-24 17:14,2021-04-24 22:04,오전 4:50:00,선불기2,6500,퇴실,customer562455
시간요금제(1시간),2021-04-24 16:46,2021-04-24 17:43,오전 12:57:00,선불기2,2500,퇴실,customer507818
시간요금제(1시간),2021-04-24 16:46,2021-04-24 17:43,오전 12:57:00,선불기2,2500,퇴실,customer507818
한국대생 입장권(종일권),2021-04-24 16:09,2021-04-24 17:56,오전 1:47:00,선불기2,5500,퇴실,customer414482
한국대생 입장권(종일권),2021-04-24 16:09,2021-04-24 17:56,오전 1:47:00,선불기2,6500,퇴실,customer414482
한국대생 입장권(종일권),2021-04-24 16:00,2021-04-24 20:40,오전 4:40:00,선불기2,5500,퇴실,customer347037
한국대생 입장권(종일권),2021-04-24 15:57,2021-04-25 2:59,오전 11:02:00,선불기2,6000,퇴실,customer595119
한국대생 입장권(종일권),2021-04-24 15:57,2021-04-25 2:59,오전 11:02:00,선불기2,5500,퇴실,customer595119
입장권(종일권),2021-04-24 15:56,2021-04-24 21:26,오전 5:30:00,선불기2,8000,퇴실,customer918581
입장권(종일권),2021-04-24 15:56,2021-04-24 21:26,오전 5:30:00,선불기2,7000,퇴실,customer918581
한국대생 입장권(종일권),2021-04-24 15:52,2021-04-25 1:36,오전 9:44:00,선불기2,5500,퇴실,customer669656
한국대생 입장권(종일권),2021-04-24 15:47,2021-04-24 18:55,오전 3:08:00,선불기2,6000,퇴실,customer627048
한국대생 입장권(종일권),2021-04-24 15:37,2021-04-24 19:04,오전 3:27:00,선불기2,5500,퇴실,customer220958
한국대생 입장권(종일권),2021-04-24 15:34,2021-04-24 19:04,오전 3:30:00,선불기2,6500,퇴실,customer591932
한국대생 입장권(종일권),2021-04-24 15:31,2021-04-24 19:32,오전 4:01:00,선불기2,5500,퇴실,customer218682
한국대생 입장권(종일권),2021-04-24 15:30,2021-04-24 19:33,오전 4:03:00,선불기2,7500,퇴실,customer772611
한국대생 입장권(종일권),2021-04-24 15:29,2021-04-24 19:34,오전 4:05:00,선불기2,6000,퇴실,customer734448
한국대생 입장권(종일권),2021-04-24 15:26,2021-04-24 19:34,오전 4:08:00,선불기2,6500,퇴실,customer236580
한국대생 입장권(종일권),2021-04-24 14:59,2021-04-24 18:54,오전 3:55:00,선불기2,7500,퇴실,customer504194
한국대생 입장권(종일권),2021-04-24 14:59,2021-04-24 18:54,오전 3:55:00,선불기2,7500,퇴실,customer504194
한국대생 입장권(종일권),2021-04-24 14:59,2021-04-24 18:54,오전 3:55:00,선불기2,6000,퇴실,customer504194
한국대생 입장권(종일권),2021-04-24 14:59,2021-04-24 18:54,오전 3:55:00,선불기2,6000,퇴실,customer504194
입장권(종일권),2021-04-24 14:57,2021-04-24 19:45,오전 4:48:00,선불기2,7000,퇴실,customer477169
입장권(종일권),2021-04-24 14:57,2021-04-24 19:45,오전 4:48:00,선불기2,8000,퇴실,customer477169
입장권(종일권),2021-04-24 14:56,2021-04-24 17:19,오전 2:23:00,선불기2,6000,퇴실,customer487255
입장권(종일권),2021-04-24 14:56,2021-04-24 17:19,오전 2:23:00,선불기2,6000,퇴실,customer487255
한국대생 입장권(종일권),2021-04-24 14:45,2021-04-24 19:21,오전 4:36:00,선불기2,6500,퇴실,customer669717
한국대생 입장권(종일권),2021-04-24 14:45,2021-04-24 19:21,오전 4:36:00,선불기2,7500,퇴실,customer669717
한국대생 입장권(종일권),2021-04-24 14:45,2021-04-24 19:21,오전 4:36:00,선불기2,6500,퇴실,customer669717
한국대생 입장권(종일권),2021-04-24 14:42,2021-04-24 19:01,오전 4:19:00,선불기2,7000,퇴실,customer854425
한국대생 입장권(종일권),2021-04-24 14:41,2021-04-24 19:01,오전 4:20:00,선불기2,7500,퇴실,customer984414
한국대생 입장권(종일권),2021-04-24 14:40,2021-04-24 16:52,오전 2:12:00,선불기2,6500,퇴실,customer599064
한국대생 입장권(종일권),2021-04-24 14:40,2021-04-24 16:52,오전 2:12:00,선불기2,6000,퇴실,customer599064
한국대생 입장권(종일권),2021-04-24 14:32,2021-04-24 19:33,오전 5:01:00,선불기2,6500,퇴실,customer565445
한국대생 입장권(종일권),2021-04-24 14:17,2021-04-24 18:19,오전 4:02:00,선불기2,6000,퇴실,customer558439
입장권(종일권),2021-04-24 14:16,2021-04-24 18:40,오전 4:24:00,선불기2,6500,퇴실,customer339447
입장권(종일권),2021-04-24 14:15,2021-04-24 20:17,오전 6:02:00,선불기2,6000,퇴실,customer633018
입장권(종일권),2021-04-24 14:07,2021-04-24 16:18,오전 2:10:00,선불기2,6000,퇴실,customer711764
입장권(종일권),2021-04-24 14:07,2021-04-24 16:18,오전 2:10:00,선불기2,6000,퇴실,customer711764
한국대생 입장권(종일권),2021-04-24 14:05,2021-04-24 19:05,오전 5:00:00,선불기2,5500,퇴실,customer288079
한국대생 입장권(종일권),2021-04-24 14:05,2021-04-24 19:05,오전 5:00:00,선불기2,6000,퇴실,customer288079
한국대생 입장권(종일권),2021-04-24 14:00,2021-04-24 20:40,오전 6:40:00,선불기2,5500,퇴실,customer495804
입장권(종일권),2021-04-24 13:55,2021-04-24 18:25,오전 4:30:00,선불기2,6000,퇴실,customer627734
입장권(종일권),2021-04-24 13:55,2021-04-24 18:25,오전 4:30:00,선불기2,6000,퇴실,customer627734
입장권(종일권),2021-04-24 13:50,2021-04-24 21:36,오전 7:46:00,선불기2,7500,퇴실,customer627368
입장권(종일권),2021-04-24 13:50,2021-04-24 21:37,오전 7:47:00,선불기2,7500,퇴실,customer546760
한국대생 입장권(종일권),2021-04-24 13:39,2021-04-25 1:36,오전 11:57:00,선불기2,6500,퇴실,customer790129
한국대생 입장권(종일권),2021-04-24 10:31,2021-04-24 18:08,오전 7:37:00,선불기2,6000,퇴실,customer507807
기간권,2021-04-24 9:58,2021-04-24 21:58,오후 12:00:00,선불기2,0,퇴실,customer229550
,2021-04-24 6:42,2021-04-24 18:37,오전 5:08:00,선불기2,0,퇴실,customer529849
심야-조조무제한(06시까지),2021-04-24 1:29,2021-04-24 5:48,오전 4:19:00,선불기2,5000,퇴실,customer637524
심야-조조무제한(06시까지),2021-04-24 1:29,2021-04-24 5:48,오전 4:19:00,선불기2,5000,퇴실,customer229873
심야-조조무제한(06시까지),2021-04-23 23:29,2021-04-24 2:03,오전 2:34:00,선불기2,5000,퇴실,customer446218
심야-조조무제한(06시까지),2021-04-23 23:29,2021-04-24 2:03,오전 2:34:00,선불기2,5000,퇴실,customer446218
,2021-04-23 22:45,2021-04-24 3:31,오전 4:46:00,선불기2,0,퇴실,customer444052
,2021-04-23 22:45,2021-04-24 3:31,오전 4:46:00,선불기2,0,퇴실,customer444052
심야-조조무제한(06시까지),2021-04-23 22:31,2021-04-24 1:06,오전 2:35:00,선불기2,5000,퇴실,customer901655
심야-조조무제한(06시까지),2021-04-23 22:30,2021-04-24 1:05,오전 2:35:00,선불기2,5000,퇴실,customer680588
심야-조조무제한(06시까지),2021-04-23 22:30,2021-04-24 1:05,오전 2:35:00,선불기2,5000,퇴실,customer518484
심야-조조무제한(06시까지),2021-04-23 22:18,2021-04-23 23:16,오전 12:58:00,선불기2,5000,퇴실,customer521808
심야-조조무제한(06시까지),2021-04-23 21:49,2021-04-24 2:32,오전 4:43:00,선불기2,5000,퇴실,customer807828
심야-조조무제한(06시까지),2021-04-23 21:49,2021-04-24 2:32,오전 4:43:00,선불기2,5000,퇴실,customer807828
심야-조조무제한(06시까지),2021-04-23 21:40,2021-04-24 2:12,오전 4:32:00,선불기2,5000,퇴실,customer371386
,2021-04-23 21:39,2021-04-24 2:12,오전 4:33:00,선불기2,0,퇴실,customer435040
,2021-04-23 21:39,2021-04-24 2:12,오전 4:33:00,선불기2,0,퇴실,customer435040
한국대생 입장권(종일권),2021-04-23 21:16,2021-04-24 3:20,오전 6:04:00,선불기2,7000,퇴실,customer875278
한국대생 입장권(종일권),2021-04-23 21:16,2021-04-24 3:20,오전 6:04:00,선불기2,6000,퇴실,customer875278
입장권(종일권),2021-04-23 20:55,2021-04-23 23:59,오전 3:04:00,선불기2,6000,퇴실,customer551746
한국대생 입장권(종일권),2021-04-23 19:18,2021-04-24 5:02,오전 9:44:00,선불기2,7000,퇴실,customer405635
한국대생 입장권(종일권),2021-04-23 19:17,2021-04-24 1:51,오전 6:34:00,선불기2,7500,퇴실,customer944432
한국대생 입장권(종일권),2021-04-23 19:16,2021-04-24 1:48,오전 6:32:00,선불기2,7500,퇴실,customer405971
한국대생 입장권(종일권),2021-04-23 19:16,2021-04-24 1:48,오전 6:32:00,선불기2,7000,퇴실,customer405971
한국대생 입장권(종일권),2021-04-23 19:16,2021-04-24 1:48,오전 6:32:00,선불기2,7000,퇴실,customer405971
한국대생 입장권(종일권),2021-04-23 19:15,2021-04-24 1:51,오전 6:36:00,선불기2,6500,퇴실,customer635298
한국대생 입장권(종일권),2021-04-23 18:52,2021-04-24 1:06,오전 6:14:00,선불기2,5500,퇴실,customer296897
한국대생 입장권(종일권),2021-04-23 18:51,2021-04-24 1:04,오전 6:13:00,선불기2,6000,퇴실,customer908204
한국대생 입장권(종일권),2021-04-23 18:48,2021-04-23 21:24,오전 2:36:00,선불기2,5500,퇴실,customer556164
한국대생 입장권(종일권),2021-04-23 18:22,2021-04-23 21:12,오전 2:49:00,선불기2,6000,퇴실,customer865812
한국대생 입장권(종일권),2021-04-23 18:22,2021-04-23 21:12,오전 2:49:00,선불기2,6500,퇴실,customer865812
시간요금제(1시간),2021-04-23 18:20,2021-04-23 19:19,오전 12:59:00,선불기2,2500,퇴실,customer415577
시간요금제(1시간),2021-04-23 18:20,2021-04-23 19:19,오전 12:59:00,선불기2,2500,퇴실,customer415577
,2021-04-23 18:14,2021-04-24 1:02,오전 6:48:00,선불기2,0,퇴실,customer765371
한국대생 입장권(종일권),2021-04-23 18:12,2021-04-24 1:02,오전 6:50:00,선불기2,7500,퇴실,customer471521
한국대생 입장권(종일권),2021-04-23 17:56,2021-04-24 1:03,오전 7:07:00,선불기2,6500,퇴실,customer935004
한국대생 입장권(종일권),2021-04-23 17:12,2021-04-24 5:00,오전 11:48:00,선불기2,7500,퇴실,customer243036
기간권,2021-04-23 17:03,2021-04-24 0:03,오전 7:00:00,선불기2,0,퇴실,customer666446
한국대생 입장권(종일권),2021-04-23 16:38,2021-04-24 5:02,오후 12:24:00,선불기2,7000,퇴실,customer952777
한국대생 입장권(종일권),2021-04-23 16:05,2021-04-24 5:01,오후 12:56:00,선불기2,6000,퇴실,customer722429
입장권(종일권),2021-04-23 16:04,2021-04-23 20:15,오전 4:11:00,선불기2,7000,퇴실,customer402857
입장권(종일권),2021-04-23 16:04,2021-04-23 20:15,오전 4:11:00,선불기2,7000,퇴실,customer402857
입장권(종일권),2021-04-23 16:04,2021-04-23 20:15,오전 4:11:00,선불기2,8000,퇴실,customer402857
한국대생 입장권(종일권),2021-04-23 16:00,2021-04-23 23:52,오전 7:52:00,선불기2,7500,퇴실,customer504194
한국대생 입장권(종일권),2021-04-23 15:52,2021-04-23 22:48,오전 6:56:00,선불기2,7000,퇴실,customer400462
입장권(종일권),2021-04-23 15:34,2021-04-23 20:11,오전 4:37:00,선불기2,6500,퇴실,customer898989
입장권(종일권),2021-04-23 15:34,2021-04-23 20:11,오전 4:37:00,선불기2,6500,퇴실,customer898989
한국대생 입장권(종일권),2021-04-23 15:31,2021-04-24 2:24,오전 10:53:00,선불기2,6000,퇴실,customer469743
한국대생 입장권(종일권),2021-04-23 15:30,2021-04-24 5:02,오후 1:32:00,선불기2,6000,퇴실,customer418087
입장권(종일권),2021-04-23 14:56,2021-04-23 23:50,오전 8:54:00,선불기2,7500,퇴실,customer999383
입장권(종일권),2021-04-23 14:55,2021-04-23 22:06,오전 7:11:00,선불기2,7500,퇴실,customer546760
한국대생 입장권(종일권),2021-04-23 14:51,2021-04-23 22:48,오전 7:57:00,선불기2,6000,퇴실,customer669717
한국대생 입장권(종일권),2021-04-23 14:51,2021-04-23 18:31,오전 3:40:00,선불기2,7000,퇴실,customer568769
한국대생 입장권(종일권),2021-04-23 14:40,2021-04-23 16:45,오전 2:05:00,선불기2,6500,퇴실,customer633461
한국대생 입장권(종일권),2021-04-23 14:40,2021-04-23 16:45,오전 2:05:00,선불기2,5500,퇴실,customer633461
한국대생 입장권(종일권),2021-04-23 14:40,2021-04-23 16:45,오전 2:05:00,선불기2,6500,퇴실,customer633461
한국대생 입장권(종일권),2021-04-23 14:34,2021-04-23 17:29,오전 2:55:00,선불기2,7500,퇴실,customer521159
한국대생 입장권(종일권),2021-04-23 14:22,2021-04-23 23:56,오전 9:34:00,선불기2,5500,퇴실,customer446399
한국대생 입장권(종일권),2021-04-23 14:21,2021-04-23 18:31,오전 4:10:00,선불기2,7500,퇴실,customer490197
한국대생 입장권(종일권),2021-04-23 14:19,2021-04-23 23:52,오전 9:33:00,선불기2,5500,퇴실,customer301443
한국대생 입장권(종일권),2021-04-23 14:09,2021-04-23 17:24,오전 3:15:00,선불기2,6000,퇴실,customer713770
한국대생 입장권(종일권),2021-04-23 14:09,2021-04-23 17:24,오전 3:15:00,선불기2,6000,퇴실,customer713770
시간요금제(1시간),2021-04-23 13:01,2021-04-23 14:01,오전 1:00:00,선불기2,2500,퇴실,customer452845
시간요금제(1시간),2021-04-23 13:01,2021-04-23 14:01,오전 1:00:00,선불기2,2500,퇴실,customer452845
한국대생 입장권(종일권),2021-04-23 11:38,2021-04-23 14:09,오전 2:31:00,선불기2,6500,퇴실,customer422371
한국대생 입장권(종일권),2021-04-23 11:38,2021-04-23 14:09,오전 2:31:00,선불기2,6000,퇴실,customer422371
한국대생 입장권(종일권),2021-04-23 11:21,2021-04-23 16:48,오전 5:27:00,선불기2,7500,퇴실,customer450780
한국대생 입장권(종일권),2021-04-23 10:52,2021-04-23 12:35,오전 1:43:00,선불기2,6000,퇴실,customer947963
한국대생 입장권(종일권),2021-04-23 10:36,2021-04-23 18:45,오전 8:09:00,선불기2,7000,퇴실,customer301807
한국대생 입장권(종일권),2021-04-23 10:32,2021-04-23 17:59,오전 7:26:00,선불기2,7000,퇴실,customer742878
한국대생 입장권(종일권),2021-04-23 10:04,2021-04-23 13:18,오전 3:14:00,선불기2,6500,퇴실,customer950393
심야-조조무제한(06시까지),2021-04-23 9:46,2021-04-23 12:29,오전 2:43:00,선불기2,5000,퇴실,customer226334
기간권,2021-04-23 8:52,2021-04-23 16:51,오전 7:59:00,선불기2,0,퇴실,customer440840
심야-조조무제한(06시까지),2021-04-23 7:43,2021-04-23 21:02,오후 1:19:00,선불기2,5000,퇴실,customer948477
심야-조조무제한(06시까지),2021-04-23 7:43,2021-04-23 18:00,오전 10:17:00,선불기2,5000,퇴실,customer529849
심야-조조무제한(06시까지),2021-04-23 2:50,2021-04-23 8:35,오전 5:45:00,선불기2,5000,퇴실,customer509437
심야-조조무제한(06시까지),2021-04-23 2:46,2021-04-23 8:35,오전 5:48:00,선불기2,5000,퇴실,customer446826
심야-조조무제한(06시까지),2021-04-23 2:40,2021-04-23 5:25,오전 2:45:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-04-23 2:40,2021-04-23 5:25,오전 2:45:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-04-23 2:40,2021-04-23 5:25,오전 2:45:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-04-23 2:40,2021-04-23 5:25,오전 2:45:00,선불기2,5000,퇴실,customer622351
심야-조조무제한(06시까지),2021-04-23 1:17,2021-04-23 5:14,오전 3:57:00,선불기2,5000,퇴실,customer821272
심야-조조무제한(06시까지),2021-04-23 1:17,2021-04-23 10:09,오전 8:52:00,선불기2,5000,퇴실,customer379047
심야-조조무제한(06시까지),2021-04-23 1:08,2021-04-23 9:10,오전 8:01:00,선불기2,5000,퇴실,customer625018
심야-조조무제한(06시까지),2021-04-23 0:51,2021-04-23 4:03,오전 3:12:00,선불기2,5000,퇴실,customer360512
심야-조조무제한(06시까지),2021-04-23 0:47,2021-04-23 5:52,오전 5:05:00,선불기2,5000,퇴실,customer676713
심야-조조무제한(06시까지),2021-04-23 0:47,2021-04-23 5:52,오전 5:05:00,선불기2,5000,퇴실,customer676713
시간권,2021-04-23 0:33,2021-04-23 2:32,오전 1:59:00,선불기2,0,퇴실,customer221384
심야-조조무제한(06시까지),2021-04-22 23:23,2021-04-23 4:01,오전 4:37:00,선불기2,5000,퇴실,customer240268
심야-조조무제한(06시까지),2021-04-22 22:58,2021-04-23 1:28,오전 2:30:00,선불기2,5000,퇴실,customer334907
심야-조조무제한(06시까지),2021-04-22 22:24,2021-04-23 10:22,오전 11:58:00,선불기2,5000,퇴실,customer464386
심야-조조무제한(06시까지),2021-04-22 22:24,2021-04-23 10:22,오전 11:58:00,선불기2,5000,퇴실,customer464386
심야-조조무제한(06시까지),2021-04-22 22:08,2021-04-23 3:16,오전 5:08:00,선불기2,5000,퇴실,customer564927
심야-조조무제한(06시까지),2021-04-22 22:08,2021-04-23 3:13,오전 5:05:00,선불기2,5000,퇴실,customer279171
한국대생 입장권(종일권),2021-04-22 21:43,2021-04-23 3:28,오전 5:45:00,선불기2,6500,퇴실,customer318591
한국대생 입장권(종일권),2021-04-22 21:43,2021-04-23 3:28,오전 5:45:00,선불기2,6000,퇴실,customer318591
한국대생 입장권(종일권),2021-04-22 21:37,2021-04-23 2:01,오전 4:24:00,선불기2,5500,퇴실,customer522656
한국대생 입장권(종일권),2021-04-22 21:34,2021-04-23 4:03,오전 6:29:00,선불기2,6000,퇴실,customer575260
한국대생 입장권(종일권),2021-04-22 21:26,2021-04-23 2:03,오전 4:37:00,선불기2,6000,퇴실,customer722429
심야-조조무제한(06시까지),2021-04-22 21:19,2021-04-23 5:54,오전 8:35:00,선불기2,5000,퇴실,customer386772
심야-조조무제한(06시까지),2021-04-22 21:19,2021-04-23 5:54,오전 8:35:00,선불기2,5000,퇴실,customer386772
한국대생 입장권(종일권),2021-04-22 21:18,2021-04-23 2:02,오전 4:44:00,선불기2,6500,퇴실,customer623080
한국대생 입장권(종일권),2021-04-22 20:54,2021-04-23 1:47,오전 4:53:00,선불기2,6500,퇴실,customer220958
한국대생 입장권(종일권),2021-04-22 20:35,2021-04-23 1:12,오전 4:36:00,선불기2,6000,퇴실,customer336169
한국대생 입장권(종일권),2021-04-22 20:35,2021-04-23 1:12,오전 4:36:00,선불기2,6000,퇴실,customer336169
한국대생 입장권(종일권),2021-04-22 20:30,2021-04-23 4:00,오전 7:30:00,선불기2,5500,퇴실,customer213527
한국대생 입장권(종일권),2021-04-22 20:19,2021-04-22 23:49,오전 3:30:00,선불기2,6500,퇴실,customer205116
한국대생 입장권(종일권),2021-04-22 20:12,2021-04-22 23:41,오전 3:29:00,선불기2,6000,퇴실,customer362081
한국대생 입장권(종일권),2021-04-22 20:12,2021-04-22 23:41,오전 3:29:00,선불기2,6000,퇴실,customer362081
한국대생 입장권(종일권),2021-04-22 20:04,2021-04-22 22:48,오전 2:44:00,선불기2,7500,퇴실,customer271499
한국대생 입장권(종일권),2021-04-22 20:04,2021-04-22 22:48,오전 2:44:00,선불기2,7500,퇴실,customer271499
한국대생 입장권(종일권),2021-04-22 19:56,2021-04-23 2:13,오전 6:17:00,선불기2,7500,퇴실,customer712642
한국대생 입장권(종일권),2021-04-22 19:51,2021-04-23 1:24,오전 5:33:00,선불기2,6000,퇴실,customer671285
한국대생 입장권(종일권),2021-04-22 19:50,2021-04-23 4:22,오전 8:32:00,선불기2,6500,퇴실,customer226139
한국대생 입장권(종일권),2021-04-22 19:50,2021-04-23 4:22,오전 8:32:00,선불기2,6500,퇴실,customer226139
한국대생 입장권(종일권),2021-04-22 19:50,2021-04-23 4:22,오전 8:32:00,선불기2,7000,퇴실,customer226139
한국대생 입장권(종일권),2021-04-22 19:50,2021-04-23 4:22,오전 8:32:00,선불기2,6500,퇴실,customer226139
한국대생 입장권(종일권),2021-04-22 19:45,2021-04-23 1:00,오전 5:15:00,선불기2,7500,퇴실,customer405635
한국대생 입장권(종일권),2021-04-22 19:37,2021-04-23 2:14,오전 6:36:00,선불기2,6000,퇴실,customer883121
한국대생 입장권(종일권),2021-04-22 19:32,2021-04-23 3:57,오전 8:25:00,선불기2,6000,퇴실,customer485458
한국대생 입장권(종일권),2021-04-22 19:32,2021-04-23 3:57,오전 8:25:00,선불기2,6000,퇴실,customer485458
한국대생 입장권(종일권),2021-04-22 19:19,2021-04-23 0:29,오전 5:10:00,선불기2,6000,퇴실,customer686280
한국대생 입장권(종일권),2021-04-22 19:19,2021-04-23 0:29,오전 5:10:00,선불기2,5500,퇴실,customer686280
한국대생 입장권(종일권),2021-04-22 19:19,2021-04-23 0:29,오전 5:10:00,선불기2,6000,퇴실,customer686280
한국대생 입장권(종일권),2021-04-22 19:17,2021-04-23 1:25,오전 6:07:00,선불기2,5500,퇴실,customer265235
한국대생 입장권(종일권),2021-04-22 19:16,2021-04-23 1:25,오전 6:09:00,선불기2,5500,퇴실,customer449823
한국대생 입장권(종일권),2021-04-22 19:10,2021-04-22 22:00,오전 2:50:00,선불기2,5500,퇴실,customer894328
한국대생 입장권(종일권),2021-04-22 19:10,2021-04-23 1:01,오전 5:51:00,선불기2,5500,퇴실,customer635298
한국대생 입장권(종일권),2021-04-22 19:08,2021-04-23 1:01,오전 5:53:00,선불기2,5500,퇴실,customer944432
한국대생 입장권(종일권),2021-04-22 18:46,2021-04-22 21:21,오전 2:35:00,선불기2,6500,퇴실,customer308749
한국대생 입장권(종일권),2021-04-22 18:17,2021-04-22 20:33,오전 2:16:00,선불기2,5500,퇴실,customer731279
한국대생 입장권(종일권),2021-04-22 18:15,2021-04-23 2:35,오전 8:20:00,선불기2,6000,퇴실,customer248542
한국대생 입장권(종일권),2021-04-22 18:15,2021-04-23 2:35,오전 8:20:00,선불기2,6000,퇴실,customer248542
한국대생 입장권(종일권),2021-04-22 18:05,2021-04-23 6:25,오후 12:20:00,선불기2,5500,퇴실,customer751540
한국대생 입장권(종일권),2021-04-22 18:05,2021-04-23 6:25,오후 12:20:00,선불기2,5500,퇴실,customer751540
,2021-04-22 18:03,2021-04-22 21:24,오전 3:21:00,선불기2,0,퇴실,customer216025
한국대생 입장권(종일권),2021-04-22 18:02,2021-04-22 18:59,오전 12:57:00,선불기2,6000,퇴실,customer828961
한국대생 입장권(종일권),2021-04-22 18:00,2021-04-22 21:25,오전 3:25:00,선불기2,6500,퇴실,customer334821
한국대생 입장권(종일권),2021-04-22 17:56,2021-04-22 22:33,오전 4:37:00,선불기2,6000,퇴실,customer293254
한국대생 입장권(종일권),2021-04-22 17:54,2021-04-23 3:11,오전 9:16:00,선불기2,6000,퇴실,customer941866
한국대생 입장권(종일권),2021-04-22 17:51,2021-04-22 19:21,오전 1:30:00,선불기2,5500,퇴실,customer519056
한국대생 입장권(종일권),2021-04-22 17:51,2021-04-22 19:21,오전 1:30:00,선불기2,5500,퇴실,customer519056
한국대생 입장권(종일권),2021-04-22 17:51,2021-04-22 19:21,오전 1:30:00,선불기2,5500,퇴실,customer519056
입장권(종일권),2021-04-22 17:44,2021-04-22 21:30,오전 3:46:00,선불기2,6000,퇴실,customer265826
입장권(종일권),2021-04-22 17:44,2021-04-22 21:30,오전 3:46:00,선불기2,6000,퇴실,customer265826
기간권,2021-04-22 17:39,2021-04-23 0:36,오전 6:57:00,선불기2,0,퇴실,customer666446
한국대생 입장권(종일권),2021-04-22 17:38,2021-04-23 2:02,오전 8:24:00,선불기2,6500,퇴실,customer405971
한국대생 입장권(종일권),2021-04-22 17:38,2021-04-23 2:02,오전 8:24:00,선불기2,7500,퇴실,customer405971
한국대생 입장권(종일권),2021-04-22 17:02,2021-04-22 18:48,오전 1:46:00,선불기2,5500,퇴실,customer998531
한국대생 입장권(종일권),2021-04-22 17:02,2021-04-22 18:48,오전 1:46:00,선불기2,6000,퇴실,customer998531
한국대생 입장권(종일권),2021-04-22 16:59,2021-04-23 1:41,오전 8:42:00,선불기2,5500,퇴실,customer488580
한국대생 입장권(종일권),2021-04-22 16:59,2021-04-23 1:41,오전 8:42:00,선불기2,7000,퇴실,customer488580
한국대생 입장권(종일권),2021-04-22 16:58,2021-04-22 23:07,오전 6:09:00,선불기2,5500,퇴실,customer864335
한국대생 입장권(종일권),2021-04-22 16:58,2021-04-22 23:10,오전 6:12:00,선불기2,5500,퇴실,customer895238
한국대생 입장권(종일권),2021-04-22 16:57,2021-04-23 1:00,오전 8:03:00,선불기2,6000,퇴실,customer634897
한국대생 입장권(종일권),2021-04-22 16:56,2021-04-23 2:03,오전 9:07:00,선불기2,6000,퇴실,customer535343
한국대생 입장권(종일권),2021-04-22 16:56,2021-04-22 18:48,오전 1:52:00,선불기2,6500,퇴실,customer285834
기간권,2021-04-22 16:46,2021-04-22 17:38,오전 12:52:00,선불기2,0,퇴실,customer666446
한국대생 입장권(종일권),2021-04-22 16:30,2021-04-22 21:38,오전 5:08:00,선불기2,6000,퇴실,customer879418
한국대생 입장권(종일권),2021-04-22 16:15,2021-04-23 0:13,오전 7:58:00,선불기2,6000,퇴실,customer551045
한국대생 입장권(종일권),2021-04-22 16:15,2021-04-23 0:13,오전 7:58:00,선불기2,6000,퇴실,customer551045
한국대생 입장권(종일권),2021-04-22 16:11,2021-04-23 5:37,오후 1:26:00,선불기2,6500,퇴실,customer263475
한국대생 입장권(종일권),2021-04-22 16:11,2021-04-23 5:37,오후 1:26:00,선불기2,6000,퇴실,customer263475
한국대생 입장권(종일권),2021-04-22 16:11,2021-04-23 5:37,오후 1:26:00,선불기2,6500,퇴실,customer263475
한국대생 입장권(종일권),2021-04-22 16:04,2021-04-22 19:23,오전 3:19:00,선불기2,5500,퇴실,customer839821
한국대생 입장권(종일권),2021-04-22 16:04,2021-04-22 19:25,오전 3:21:00,선불기2,6500,퇴실,customer552341
한국대생 입장권(종일권),2021-04-22 16:03,2021-04-23 1:41,오전 9:37:00,선불기2,6000,퇴실,customer304481
한국대생 입장권(종일권),2021-04-22 16:00,2021-04-22 19:23,오전 3:23:00,선불기2,6500,퇴실,customer580873
한국대생 입장권(종일권),2021-04-22 15:49,2021-04-23 2:20,오전 10:31:00,선불기2,7500,퇴실,customer463280
한국대생 입장권(종일권),2021-04-22 15:49,2021-04-23 2:20,오전 10:31:00,선불기2,7500,퇴실,customer463280
한국대생 입장권(종일권),2021-04-22 15:36,2021-04-22 17:40,오전 2:04:00,선불기2,5500,퇴실,customer948477
한국대생 입장권(종일권),2021-04-22 15:36,2021-04-22 17:40,오전 2:04:00,선불기2,6500,퇴실,customer948477
한국대생 입장권(종일권),2021-04-22 15:34,2021-04-22 18:20,오전 2:46:00,선불기2,5500,퇴실,customer894674
한국대생 입장권(종일권),2021-04-22 15:34,2021-04-22 18:20,오전 2:46:00,선불기2,5500,퇴실,customer347037
입장권(종일권),2021-04-22 15:33,2021-04-22 20:24,오전 4:51:00,선불기2,6000,퇴실,customer633018
입장권(종일권),2021-04-22 15:31,2021-04-22 18:40,오전 3:08:00,선불기2,6500,퇴실,customer337394
